image_path,ripeness_class,estimated_day,ttl_days_left
validation/Class B/554.png,Class B,9,19
validation/Class B/308 (2).png,Class B,8,20
validation/Class B/96 (2).png,Class B,10,18
validation/Class B/457 (2).png,Class B,9,19
validation/Class B/7089.png,Class B,13,15
validation/Class B/391.png,Class B,12,16
validation/Class B/393.png,Class B,9,19
validation/Class B/542.png,Class B,14,14
validation/Class B/556.png,Class B,7,21
validation/Class B/219.png,Class B,8,20
validation/Class B/557.png,Class B,12,16
validation/Class B/7101.png,Class B,8,20
validation/Class B/184.png,Class B,9,19
validation/Class B/44 (2).png,Class B,9,19
validation/Class D/412.png,Class D,27,1
validation/Class D/189.png,Class D,25,3
validation/Class D/9041.png,Class D,28,0
validation/Class D/9055.png,Class D,26,2
validation/Class D/214.png,Class D,24,4
validation/Class D/298 (2).png,Class D,27,1
validation/Class D/188.png,Class D,27,1
validation/Class D/388.png,Class D,27,1
validation/Class D/149.png,Class D,26,2
validation/Class D/161.png,Class D,27,1
validation/Class D/9056.png,Class D,26,2
validation/Class D/9042.png,Class D,27,1
validation/Class D/9122.png,Class D,23,5
validation/Class D/9090 (2).png,Class D,25,3
validation/Class D/9064 (2).png,Class D,26,2
validation/Class D/558.png,Class D,24,4
validation/Class D/9137.png,Class D,24,4
validation/Class D/9123.png,Class D,27,1
validation/Class D/148.png,Class D,24,4
validation/Class D/8073 (3).png,Class D,23,5
validation/Class D/438.png,Class D,26,2
validation/Class D/9090.png,Class D,26,2
validation/Class D/212.png,Class D,28,0
validation/Class D/213.png,Class D,23,5
validation/Class D/351 (2).png,Class D,28,0
validation/Class D/9007 (2).png,Class D,28,0
validation/Class D/159.png,Class D,24,4
validation/Class D/9091.png,Class D,23,5
validation/Class D/9043 (2).png,Class D,25,3
validation/Class D/239.png,Class D,24,4
validation/Class D/589.png,Class D,24,4
validation/Class D/210.png,Class D,24,4
validation/Class D/9092.png,Class D,27,1
validation/Class D/317.png,Class D,23,5
validation/Class D/539.png,Class D,23,5
validation/Class D/505.png,Class D,28,0
validation/Class D/504.png,Class D,23,5
validation/Class D/538.png,Class D,24,4
validation/Class D/302.png,Class D,24,4
validation/Class D/9067 (2).png,Class D,28,0
validation/Class D/300.png,Class D,26,2
validation/Class D/9009.png,Class D,28,0
validation/Class D/9169.png,Class D,24,4
validation/Class D/507.png,Class D,25,3
validation/Class D/9168.png,Class D,23,5
validation/Class D/9116 (2).png,Class D,28,0
validation/Class D/9034.png,Class D,26,2
validation/Class D/9138 (2).png,Class D,27,1
validation/Class D/9030.png,Class D,23,5
validation/Class D/9144.png,Class D,27,1
validation/Class D/503.png,Class D,25,3
validation/Class D/9117 (2).png,Class D,23,5
validation/Class D/9145.png,Class D,27,1
validation/Class D/9192.png,Class D,23,5
validation/Class D/9031.png,Class D,23,5
validation/Class D/9165 (2).png,Class D,23,5
validation/Class D/145 (2).png,Class D,27,1
validation/Class D/9190.png,Class D,28,0
validation/Class D/299.png,Class D,27,1
validation/Class D/8072.png,Class D,25,3
validation/Class D/9146.png,Class D,24,4
validation/Class D/9191.png,Class D,25,3
validation/Class D/450.png,Class D,25,3
validation/Class D/256.png,Class D,24,4
validation/Class D/9146 (2).png,Class D,25,3
validation/Class D/257.png,Class D,23,5
validation/Class D/9176.png,Class D,23,5
validation/Class D/9189.png,Class D,25,3
validation/Class D/486.png,Class D,28,0
validation/Class D/451.png,Class D,26,2
validation/Class D/9124 (2).png,Class D,25,3
validation/Class D/36.png,Class D,24,4
validation/Class D/255.png,Class D,28,0
validation/Class D/297.png,Class D,23,5
validation/Class D/254.png,Class D,23,5
validation/Class D/37.png,Class D,23,5
validation/Class D/485.png,Class D,26,2
validation/Class D/318.png,Class D,25,3
validation/Class D/8131.png,Class D,25,3
validation/Class D/255 (2).png,Class D,26,2
validation/Class D/9011.png,Class D,23,5
validation/Class D/8020 (2).png,Class D,27,1
validation/Class D/9019 (2).png,Class D,23,5
validation/Class D/9165.png,Class D,28,0
validation/Class D/537.png,Class D,25,3
validation/Class D/9010.png,Class D,28,0
validation/Class D/9168 (2).png,Class D,24,4
validation/Class D/9012.png,Class D,24,4
validation/Class D/9166.png,Class D,24,4
validation/Class D/8133 (2).png,Class D,26,2
validation/Class D/508.png,Class D,26,2
validation/Class D/9147 (2).png,Class D,25,3
validation/Class D/9007.png,Class D,23,5
validation/Class D/454.png,Class D,23,5
validation/Class D/433.png,Class D,27,1
validation/Class D/355.png,Class D,26,2
validation/Class D/341.png,Class D,27,1
validation/Class D/396.png,Class D,23,5
validation/Class D/143.png,Class D,24,4
validation/Class D/257 (2).png,Class D,26,2
validation/Class D/8020.png,Class D,28,0
validation/Class D/590.png,Class D,25,3
validation/Class D/591.png,Class D,26,2
validation/Class D/37 (2).png,Class D,28,0
validation/Class D/9101.png,Class D,27,1
validation/Class D/9115.png,Class D,24,4
validation/Class D/9034 (2).png,Class D,28,0
validation/Class D/57.png,Class D,27,1
validation/Class D/397.png,Class D,24,4
validation/Class D/8141.png,Class D,28,0
validation/Class D/342.png,Class D,23,5
validation/Class D/395.png,Class D,25,3
validation/Class D/9088.png,Class D,26,2
validation/Class D/55.png,Class D,24,4
validation/Class D/586.png,Class D,26,2
validation/Class D/8022.png,Class D,26,2
validation/Class D/545.png,Class D,26,2
validation/Class D/9116.png,Class D,26,2
validation/Class D/9089.png,Class D,25,3
validation/Class D/394.png,Class D,26,2
validation/Class D/353.png,Class D,24,4
validation/Class D/8146.png,Class D,26,2
validation/Class D/145.png,Class D,24,4
validation/Class D/78.png,Class D,24,4
validation/Class D/9066.png,Class D,26,2
validation/Class D/50.png,Class D,23,5
validation/Class D/540.png,Class D,27,1
validation/Class D/9067.png,Class D,27,1
validation/Class D/79.png,Class D,24,4
validation/Class D/391.png,Class D,23,5
validation/Class D/434.png,Class D,28,0
validation/Class D/350.png,Class D,26,2
validation/Class D/542.png,Class D,27,1
validation/Class D/9064.png,Class D,23,5
validation/Class D/190.png,Class D,26,2
validation/Class D/147.png,Class D,24,4
validation/Class D/8144.png,Class D,23,5
validation/Class D/351.png,Class D,24,4
validation/Class D/437.png,Class D,24,4
validation/Class C/8161.png,Class C,17,11
validation/Class C/610.png,Class C,21,7
validation/Class C/8036 (2).png,Class C,19,9
validation/Class C/231 (2).png,Class C,21,7
validation/Class C/9040.png,Class C,18,10
validation/Class C/8054 (2).png,Class C,16,12
validation/Class C/177.png,Class C,21,7
validation/Class C/8044 (2).png,Class C,18,10
validation/Class C/8160.png,Class C,19,9
validation/Class C/8012 - copia.png,Class C,22,6
validation/Class C/9095.png,Class C,18,10
validation/Class C/60.png,Class C,21,7
validation/Class C/74.png,Class C,17,11
validation/Class C/8016.png,Class C,21,7
validation/Class C/8003.png,Class C,15,13
validation/Class C/9123.png,Class C,16,12
validation/Class C/75.png,Class C,20,8
validation/Class C/61.png,Class C,22,6
validation/Class C/400.png,Class C,17,11
validation/Class C/8073 (2).png,Class C,22,6
validation/Class C/8167.png,Class C,17,11
validation/Class C/574.png,Class C,20,8
validation/Class C/8013.png,Class C,21,7
validation/Class C/8012.png,Class C,17,11
validation/Class C/333 (2).png,Class C,19,9
validation/Class C/58.png,Class C,17,11
validation/Class C/398.png,Class C,15,13
validation/Class C/8166.png,Class C,18,10
validation/Class C/429.png,Class C,15,13
validation/Class C/615.png,Class C,18,10
validation/Class C/173.png,Class C,22,6
validation/Class C/9118.png,Class C,15,13
validation/Class C/588.png,Class C,18,10
validation/Class C/9125.png,Class C,16,12
validation/Class C/9022.png,Class C,15,13
validation/Class C/9195.png,Class C,20,8
validation/Class C/8071 (2).png,Class C,21,7
validation/Class C/8109 (2).png,Class C,15,13
validation/Class C/433 (2).png,Class C,19,9
validation/Class C/510.png,Class C,15,13
validation/Class C/74 (2).png,Class C,16,12
validation/Class C/8012 (3).png,Class C,19,9
validation/Class C/9196.png,Class C,19,9
validation/Class C/9197.png,Class C,16,12
validation/Class C/8035 (2).png,Class C,17,11
validation/Class C/301.png,Class C,21,7
validation/Class C/9024.png,Class C,17,11
validation/Class C/8070.png,Class C,15,13
validation/Class C/8058.png,Class C,17,11
validation/Class C/8071.png,Class C,16,12
validation/Class C/9192.png,Class C,21,7
validation/Class C/489.png,Class C,15,13
validation/Class C/8012 (2).png,Class C,18,10
validation/Class C/8107.png,Class C,18,10
validation/Class C/9033.png,Class C,15,13
validation/Class C/8066.png,Class C,20,8
validation/Class C/9032.png,Class C,20,8
validation/Class C/9026.png,Class C,19,9
validation/Class C/330 (2).png,Class C,17,11
validation/Class C/307.png,Class C,17,11
validation/Class C/493.png,Class C,22,6
validation/Class C/8038 (2).png,Class C,22,6
validation/Class C/9188.png,Class C,15,13
validation/Class C/9163.png,Class C,16,12
validation/Class C/8056.png,Class C,15,13
validation/Class C/8108.png,Class C,18,10
validation/Class C/490.png,Class C,18,10
validation/Class C/8120.png,Class C,21,7
validation/Class C/8040.png,Class C,15,13
validation/Class C/8054.png,Class C,18,10
validation/Class C/8069.png,Class C,16,12
validation/Class C/240.png,Class C,22,6
validation/Class C/9161.png,Class C,18,10
validation/Class C/136.png,Class C,19,9
validation/Class C/491.png,Class C,19,9
validation/Class C/8121.png,Class C,21,7
validation/Class C/8183 (2).png,Class C,17,11
validation/Class C/330.png,Class C,22,6
validation/Class C/8119.png,Class C,19,9
validation/Class C/132.png,Class C,15,13
validation/Class C/8051.png,Class C,15,13
validation/Class C/331.png,Class C,22,6
validation/Class C/509.png,Class C,18,10
validation/Class C/8052.png,Class C,22,6
validation/Class C/252.png,Class C,18,10
validation/Class C/332.png,Class C,22,6
validation/Class C/8183.png,Class C,19,9
validation/Class C/427.png,Class C,17,11
validation/Class C/143.png,Class C,22,6
validation/Class C/9060.png,Class C,18,10
validation/Class C/56.png,Class C,15,13
validation/Class C/9100.png,Class C,21,7
validation/Class C/584.png,Class C,18,10
validation/Class C/8034.png,Class C,19,9
validation/Class C/8035.png,Class C,22,6
validation/Class C/220.png,Class C,21,7
validation/Class C/8182.png,Class C,22,6
validation/Class C/8059 (2).png,Class C,17,11
validation/Class C/9103.png,Class C,21,7
validation/Class C/511 (2).png,Class C,18,10
validation/Class C/236.png,Class C,19,9
validation/Class C/587.png,Class C,21,7
validation/Class C/592.png,Class C,21,7
validation/Class C/394.png,Class C,21,7
validation/Class C/425.png,Class C,15,13
validation/Class C/8120 (2).png,Class C,22,6
validation/Class C/9099.png,Class C,22,6
validation/Class C/232.png,Class C,21,7
validation/Class C/8067 (2).png,Class C,19,9
validation/Class C/152.png,Class C,16,12
validation/Class C/146.png,Class C,17,11
validation/Class C/230.png,Class C,18,10
validation/Class A/168 (2).png,Class A,5,23
validation/Class A/604.png,Class A,5,23
validation/Class A/77.png,Class A,5,23
validation/Class A/304 (2).png,Class A,1,27
validation/Class A/429 (2).png,Class A,5,23
validation/Class A/298 (2).png,Class A,4,24
validation/Class A/771.png,Class A,6,22
validation/Class A/995.png,Class A,4,24
validation/Class A/76.png,Class A,4,24
validation/Class A/177.png,Class A,5,23
validation/Class A/149.png,Class A,5,23
validation/Class A/430 (2).png,Class A,3,25
validation/Class A/74.png,Class A,4,24
validation/Class A/7047.png,Class A,2,26
validation/Class A/997.png,Class A,5,23
validation/Class A/217 (2).png,Class A,4,24
validation/Class A/217.png,Class A,5,23
validation/Class A/322 (2).png,Class A,1,27
validation/Class A/564.png,Class A,4,24
validation/Class A/77 (2).png,Class A,6,22
validation/Class A/996.png,Class A,2,26
validation/Class A/49.png,Class A,2,26
validation/Class A/7046.png,Class A,1,27
validation/Class A/75.png,Class A,2,26
validation/Class A/228 (2).png,Class A,3,25
validation/Class A/400.png,Class A,6,22
validation/Class A/428.png,Class A,6,22
validation/Class A/170.png,Class A,6,22
validation/Class A/65.png,Class A,5,23
validation/Class A/8007.png,Class A,6,22
validation/Class A/76 (2).png,Class A,6,22
validation/Class A/8006.png,Class A,6,22
validation/Class A/504 (2).png,Class A,2,26
validation/Class A/401.png,Class A,1,27
validation/Class A/167.png,Class A,1,27
validation/Class A/532 (2).png,Class A,1,27
validation/Class A/826.png,Class A,1,27
validation/Class A/749.png,Class A,6,22
validation/Class A/563.png,Class A,2,26
validation/Class A/7046 (2).png,Class A,5,23
validation/Class A/8004.png,Class A,5,23
validation/Class A/1008.png,Class A,5,23
validation/Class A/1009.png,Class A,3,25
validation/Class A/204.png,Class A,2,26
validation/Class A/562.png,Class A,3,25
validation/Class A/7083.png,Class A,5,23
validation/Class A/98.png,Class A,4,24
validation/Class A/402.png,Class A,1,27
validation/Class A/370.png,Class A,6,22
validation/Class A/303.png,Class A,5,23
validation/Class A/39 (2).png,Class A,5,23
validation/Class A/129.png,Class A,3,25
validation/Class A/883.png,Class A,5,23
validation/Class A/854.png,Class A,4,24
validation/Class A/707.png,Class A,5,23
validation/Class A/100 (2).png,Class A,4,24
validation/Class A/7153.png,Class A,1,27
validation/Class A/505.png,Class A,3,25
validation/Class A/277.png,Class A,6,22
validation/Class A/8076.png,Class A,3,25
validation/Class A/8077.png,Class A,4,24
validation/Class A/276.png,Class A,1,27
validation/Class A/504.png,Class A,4,24
validation/Class A/7152.png,Class A,4,24
validation/Class A/706.png,Class A,4,24
validation/Class A/7185.png,Class A,1,27
validation/Class A/855.png,Class A,3,25
validation/Class A/196 (2).png,Class A,3,25
validation/Class A/100.png,Class A,5,23
validation/Class A/666.png,Class A,1,27
validation/Class A/321 (2).png,Class A,5,23
validation/Class A/664.png,Class A,1,27
validation/Class A/843.png,Class A,5,23
validation/Class A/857.png,Class A,4,24
validation/Class A/17.png,Class A,6,22
validation/Class A/738.png,Class A,4,24
validation/Class A/7187.png,Class A,1,27
validation/Class A/20 (2).png,Class A,6,22
validation/Class A/274.png,Class A,2,26
validation/Class A/512.png,Class A,1,27
validation/Class A/8074.png,Class A,3,25
validation/Class A/7113 (2).png,Class A,3,25
validation/Class A/275.png,Class A,1,27
validation/Class A/513.png,Class A,3,25
validation/Class A/705.png,Class A,4,24
validation/Class A/739.png,Class A,1,27
validation/Class A/856.png,Class A,3,25
validation/Class A/665.png,Class A,1,27
validation/Class A/315.png,Class A,6,22
validation/Class A/885.png,Class A,4,24
validation/Class A/553 (2).png,Class A,2,26
validation/Class A/7035.png,Class A,2,26
validation/Class A/98 (2).png,Class A,6,22
validation/Class A/932.png,Class A,1,27
validation/Class A/503.png,Class A,3,25
validation/Class A/8071.png,Class A,1,27
validation/Class A/7140.png,Class A,3,25
validation/Class A/380 (2).png,Class A,5,23
validation/Class A/7020.png,Class A,1,27
validation/Class A/884.png,Class A,6,22
validation/Class A/7008 (2).png,Class A,3,25
validation/Class A/304.png,Class A,4,24
validation/Class A/205 (2).png,Class A,5,23
validation/Class A/460.png,Class A,6,22
validation/Class A/450 (2).png,Class A,4,24
validation/Class A/662.png,Class A,1,27
validation/Class A/886.png,Class A,6,22
validation/Class A/39.png,Class A,5,23
validation/Class A/7022.png,Class A,6,22
validation/Class A/845.png,Class A,6,22
validation/Class A/7142.png,Class A,6,22
validation/Class A/931.png,Class A,4,24
validation/Class A/7011 (2).png,Class A,6,22
validation/Class A/918.png,Class A,5,23
validation/Class A/844.png,Class A,5,23
validation/Class A/38.png,Class A,6,22
validation/Class A/7037.png,Class A,6,22
validation/Class A/887.png,Class A,6,22
validation/Class A/663.png,Class A,3,25
validation/Class A/677.png,Class A,5,23
validation/Class A/197 (2).png,Class A,3,25
validation/Class A/461.png,Class A,1,27
validation/Class A/475.png,Class A,6,22
validation/Class A/450.png,Class A,1,27
validation/Class A/322.png,Class A,5,23
validation/Class A/108.png,Class A,6,22
validation/Class A/149 (2).png,Class A,4,24
validation/Class A/408 (2).png,Class A,6,22
validation/Class A/915.png,Class A,4,24
validation/Class A/929.png,Class A,3,25
validation/Class A/8080.png,Class A,2,26
validation/Class A/295.png,Class A,3,25
validation/Class A/531.png,Class A,6,22
validation/Class A/928.png,Class A,5,23
validation/Class A/7007.png,Class A,3,25
validation/Class A/20.png,Class A,4,24
validation/Class A/121.png,Class A,5,23
validation/Class A/109.png,Class A,6,22
validation/Class A/486.png,Class A,1,27
validation/Class A/323.png,Class A,5,23
validation/Class A/451.png,Class A,1,27
validation/Class A/132 (2).png,Class A,6,22
validation/Class A/321.png,Class A,6,22
validation/Class A/484.png,Class A,3,25
validation/Class A/254 (2).png,Class A,5,23
validation/Class A/123.png,Class A,2,26
validation/Class A/7011.png,Class A,2,26
validation/Class A/533.png,Class A,4,24
validation/Class A/463 (2).png,Class A,6,22
validation/Class A/296.png,Class A,1,27
validation/Class A/150 (2).png,Class A,4,24
validation/Class A/297.png,Class A,4,24
validation/Class A/268.png,Class A,4,24
validation/Class A/917.png,Class A,2,26
validation/Class A/7010.png,Class A,2,26
validation/Class A/888.png,Class A,3,25
validation/Class A/122.png,Class A,6,22
validation/Class A/491.png,Class A,1,27
validation/Class A/452.png,Class A,2,26
validation/Class A/324.png,Class A,3,25
validation/Class A/668.png,Class A,2,26
validation/Class A/400 (2).png,Class A,3,25
validation/Class A/27.png,Class A,6,22
validation/Class A/708.png,Class A,5,23
validation/Class A/227 (2).png,Class A,6,22
validation/Class A/7174.png,Class A,4,24
validation/Class A/7174 (2).png,Class A,1,27
validation/Class A/278.png,Class A,1,27
validation/Class A/8078.png,Class A,4,24
validation/Class A/245.png,Class A,2,26
validation/Class A/47 (2).png,Class A,4,24
validation/Class A/735.png,Class A,4,24
validation/Class A/696.png,Class A,6,22
validation/Class A/899.png,Class A,1,27
validation/Class A/513 (2).png,Class A,5,23
validation/Class A/482.png,Class A,2,26
validation/Class A/131.png,Class A,1,27
validation/Class A/694.png,Class A,6,22
validation/Class A/18.png,Class A,1,27
validation/Class A/737.png,Class A,3,25
validation/Class A/7077 (2).png,Class A,3,25
validation/Class A/247.png,Class A,2,26
validation/Class A/253.png,Class A,3,25
validation/Class A/535.png,Class A,3,25
validation/Class A/7142 (2).png,Class A,4,24
validation/Class A/252.png,Class A,3,25
validation/Class A/534.png,Class A,2,26
validation/Class A/246.png,Class A,3,25
validation/Class A/7083 (2).png,Class A,6,22
validation/Class A/736.png,Class A,5,23
validation/Class A/379 (2).png,Class A,2,26
validation/Class A/19.png,Class A,1,27
validation/Class A/426 (2).png,Class A,2,26
validation/Class A/695.png,Class A,4,24
validation/Class A/130.png,Class A,1,27
validation/Class A/7048 (2).png,Class A,1,27
validation/Class A/483.png,Class A,1,27
validation/Class A/355.png,Class A,5,23
validation/Class A/427.png,Class A,5,23
validation/Class A/625.png,Class A,3,25
validation/Class A/7114 (2).png,Class A,5,23
validation/Class A/7139.png,Class A,4,24
validation/Class A/962.png,Class A,6,22
validation/Class A/247 (2).png,Class A,3,25
validation/Class A/1010.png,Class A,6,22
validation/Class A/590.png,Class A,2,26
validation/Class A/591.png,Class A,3,25
validation/Class A/552.png,Class A,3,25
validation/Class A/27 (2).png,Class A,6,22
validation/Class A/195.png,Class A,6,22
validation/Class A/624.png,Class A,6,22
validation/Class A/278 (2).png,Class A,3,25
validation/Class A/426.png,Class A,6,22
validation/Class A/354.png,Class A,4,24
validation/Class A/381.png,Class A,6,22
validation/Class A/7099.png,Class A,1,27
validation/Class A/168.png,Class A,3,25
validation/Class A/815.png,Class A,5,23
validation/Class A/197.png,Class A,4,24
validation/Class A/7072.png,Class A,5,23
validation/Class A/975.png,Class A,1,27
validation/Class A/961.png,Class A,3,25
validation/Class A/7112.png,Class A,2,26
validation/Class A/1007.png,Class A,4,24
validation/Class A/593.png,Class A,3,25
validation/Class A/592.png,Class A,1,27
validation/Class A/579.png,Class A,6,22
validation/Class A/7113.png,Class A,5,23
validation/Class A/960.png,Class A,3,25
validation/Class A/974.png,Class A,6,22
validation/Class A/7073.png,Class A,6,22
validation/Class A/196.png,Class A,2,26
validation/Class A/814.png,Class A,2,26
validation/Class A/7140 (2).png,Class A,2,26
validation/Class A/97.png,Class A,3,25
validation/Class A/169.png,Class A,2,26
validation/Class A/380.png,Class A,5,23
validation/Class A/343.png,Class A,3,25
validation/Class A/419.png,Class A,1,27
validation/Class A/353.png,Class A,4,24
validation/Class A/562 (2).png,Class A,2,26
validation/Class A/409.png,Class A,1,27
validation/Class A/623.png,Class A,4,24
validation/Class A/637.png,Class A,4,24
validation/Class A/810.png,Class A,3,25
validation/Class A/50.png,Class A,2,26
validation/Class A/780.png,Class A,1,27
validation/Class A/964.png,Class A,2,26
validation/Class A/541.png,Class A,6,22
validation/Class A/227.png,Class A,4,24
validation/Class A/226.png,Class A,4,24
validation/Class A/554.png,Class A,2,26
validation/Class A/959.png,Class A,1,27
validation/Class A/781.png,Class A,5,23
validation/Class A/811.png,Class A,3,25
validation/Class A/7076.png,Class A,1,27
validation/Class A/178.png,Class A,3,25
validation/Class A/150.png,Class A,3,25
validation/Class A/636.png,Class A,4,24
validation/Class A/408.png,Class A,6,22
validation/Class A/346.png,Class A,2,26
validation/Class A/344.png,Class A,4,24
validation/Class A/378.png,Class A,4,24
validation/Class A/634.png,Class A,3,25
validation/Class A/142 (2).png,Class A,2,26
validation/Class A/146.png,Class A,2,26
validation/Class A/813.png,Class A,6,22
validation/Class A/7048.png,Class A,6,22
validation/Class A/47.png,Class A,3,25
validation/Class A/740.png,Class A,2,26
validation/Class A/768.png,Class A,5,23
validation/Class A/783.png,Class A,2,26
validation/Class A/7114.png,Class A,2,26
validation/Class A/218.png,Class A,1,27
validation/Class A/526 (2).png,Class A,5,23
validation/Class A/594.png,Class A,6,22
validation/Class A/7099 (2).png,Class A,2,26
validation/Class A/782.png,Class A,6,22
validation/Class A/769.png,Class A,5,23
validation/Class A/812.png,Class A,6,22
validation/Class A/485 (2).png,Class A,3,25
validation/Class A/7075.png,Class A,6,22
validation/Class A/147.png,Class A,4,24
validation/Class A/635.png,Class A,1,27
validation/Class A/379.png,Class A,6,22
validation/Class A/345.png,Class A,5,23
